zip,type,primary_city,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2015
54180,STANDARD,Wrightstown,WI,Brown County,America/Chicago,920,NA,US,44.32,-88.17,3130
54182,PO BOX,Zachow,WI,Shawano County,America/Chicago,,NA,US,44.73,-88.34,46
54201,STANDARD,Algoma,WI,Kewaunee County,America/Chicago,920,NA,US,44.6,-87.44,4800
54202,STANDARD,Baileys Harbor,WI,Door County,America/Chicago,920,NA,US,45.09,-87.14,1270
54204,STANDARD,Brussels,WI,Door County,America/Chicago,920,NA,US,44.73,-87.63,1730
54205,STANDARD,Casco,WI,Kewaunee County,America/Chicago,920,NA,US,44.55,-87.61,2120
54207,PO BOX,Collins,WI,Manitowoc County,America/Chicago,920,NA,US,44.08,-87.98,167
54208,STANDARD,Denmark,WI,Brown County,America/Chicago,920,NA,US,44.34,-87.82,5950
54209,STANDARD,Egg Harbor,WI,Door County,America/Chicago,920,NA,US,45.04,-87.29,1280
54210,STANDARD,Ellison Bay,WI,Door County,America/Chicago,920,NA,US,45.25,-87.06,890
54211,PO BOX,Ephraim,WI,Door County,America/Chicago,920,NA,US,45.15,-87.16,321
54212,STANDARD,Fish Creek,WI,Door County,America/Chicago,920,NA,US,45.13,-87.23,1100
54213,STANDARD,Forestville,WI,Door County,America/Chicago,920,NA,US,44.69,-87.47,1290
54214,PO BOX,Francis Creek,WI,Manitowoc County,America/Chicago,920,NA,US,44.2,-87.72,474
54215,PO BOX,Kellnersville,WI,Manitowoc County,America/Chicago,920,NA,US,44.22,-87.8,169
54216,STANDARD,Kewaunee,WI,Kewaunee County,America/Chicago,920,NA,US,44.46,-87.51,5520
54217,STANDARD,Luxemburg,WI,Kewaunee County,America/Chicago,920,NA,US,44.54,-87.7,7220
54220,STANDARD,Manitowoc,WI,Manitowoc County,America/Chicago,920,NA,US,44.09,-87.67,35670
54221,PO BOX,Manitowoc,WI,Manitowoc County,America/Chicago,920,NA,US,44.09,-87.67,437
54226,PO BOX,Maplewood,WI,Door County,America/Chicago,920,NA,US,44.75,-87.48,39
54227,STANDARD,Maribel,WI,Manitowoc County,America/Chicago,920,NA,US,44.27,-87.8,1500
54228,STANDARD,Mishicot,WI,Manitowoc County,America/Chicago,920,NA,US,44.23,-87.64,2470
54229,STANDARD,New Franken,WI,Brown County,America/Chicago,920,NA,US,44.53,-87.83,4250
54230,STANDARD,Reedsville,WI,Manitowoc County,America/Chicago,920,NA,US,44.15,-87.95,4340
54232,PO BOX,Saint Nazianz,WI,Manitowoc County,America/Chicago,920,NA,US,44.01,-87.92,702
54234,STANDARD,Sister Bay,WI,Door County,America/Chicago,920,NA,US,45.18,-87.12,1810
54235,STANDARD,Sturgeon Bay,WI,Door County,America/Chicago,920,NA,US,44.83,-87.37,16010
54240,PO BOX,Tisch Mills,WI,Manitowoc County,America/Chicago,920,NA,US,44.33,-87.61,49
54241,STANDARD,Two Rivers,WI,Manitowoc County,America/Chicago,920,NA,US,44.2,-87.59,12800
54245,STANDARD,Valders,WI,Manitowoc County,America/Chicago,920,NA,US,44.06,-87.88,2250
54246,STANDARD,Washington Island,WI,Door County,America/Chicago,920,NA,US,45.37,-86.9,680
54247,STANDARD,Whitelaw,WI,Manitowoc County,America/Chicago,920,NA,US,44.2,-87.79,2100
54301,STANDARD,Green Bay,WI,Brown County,America/Chicago,"715,920",NA,US,44.48,-88.02,20810
54302,STANDARD,Green Bay,WI,Brown County,America/Chicago,"715,920",NA,US,44.52,-87.98,31790
54303,STANDARD,Green Bay,WI,Brown County,America/Chicago,"715,920",NA,US,44.54,-88.05,23810
54304,STANDARD,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.49,-88.07,25500
54305,PO BOX,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.52,-87.98,715
54306,PO BOX,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.52,-87.98,97
54307,PO BOX,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.47,-88.04,778
54308,PO BOX,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.52,-87.98,314
54311,STANDARD,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.48,-87.89,32200
54313,STANDARD,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.59,-88.12,38020
54324,PO BOX,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.52,-87.98,118
54344,UNIQUE,Green Bay,WI,Brown County,America/Chicago,920,NA,US,44.52,-87.98,0
54401,STANDARD,Wausau,WI,Marathon County,America/Chicago,715,NA,US,44.96,-89.64,29220
54402,PO BOX,Wausau,WI,Marathon County,America/Chicago,715,NA,US,44.96,-89.64,489
54403,STANDARD,Wausau,WI,Marathon County,America/Chicago,715,NA,US,45.02,-89.53,21750
54404,UNIQUE,Marshfield,WI,Wood County,America/Chicago,715,NA,US,44.66,-90.17,0
54405,STANDARD,Abbotsford,WI,Clark County,America/Chicago,,NA,US,44.94,-90.31,3490
54406,STANDARD,Amherst,WI,Portage County,America/Chicago,715,NA,US,44.44,-89.28,3480
54407,STANDARD,Amherst Junction,WI,Portage County,America/Chicago,715,NA,US,44.46,-89.31,1430
54408,STANDARD,Aniwa,WI,Marathon County,America/Chicago,,NA,US,45.03,-89.32,960
54409,STANDARD,Antigo,WI,Langlade County,America/Chicago,715,NA,US,45.14,-89.15,11410
54410,STANDARD,Arpin,WI,Wood County,America/Chicago,715,NA,US,44.54,-90.03,2130
54411,STANDARD,Athens,WI,Marathon County,America/Chicago,715,NA,US,45.03,-90.07,4870
54412,STANDARD,Auburndale,WI,Wood County,America/Chicago,715,NA,US,44.62,-90.01,1950
54413,PO BOX,Babcock,WI,Wood County,America/Chicago,715,NA,US,44.29,-90.13,229
54414,STANDARD,Birnamwood,WI,Shawano County,America/Chicago,715,NA,US,44.93,-89.2,3090
54415,PO BOX,Blenker,WI,Wood County,America/Chicago,715,NA,US,44.61,-89.91,39
54416,STANDARD,Bowler,WI,Shawano County,America/Chicago,715,NA,US,44.86,-88.98,1460
54417,PO BOX,Brokaw,WI,Marathon County,America/Chicago,715,NA,US,45.03,-89.65,84
54418,STANDARD,Bryant,WI,Langlade County,America/Chicago,715,NA,US,45.2,-89.01,1030
54420,STANDARD,Chili,WI,Clark County,America/Chicago,715,NA,US,44.63,-90.35,1310
54421,STANDARD,Colby,WI,Clark County,America/Chicago,715,NA,US,44.9,-90.31,3230
54422,STANDARD,Curtiss,WI,Clark County,America/Chicago,715,NA,US,44.95,-90.43,1180
54423,STANDARD,Custer,WI,Portage County,America/Chicago,715,NA,US,44.5,-89.41,2270
54424,STANDARD,Deerbrook,WI,Langlade County,America/Chicago,715,NA,US,45.23,-89.16,1410
54425,STANDARD,Dorchester,WI,Clark County,America/Chicago,715,NA,US,45,-90.33,1800
54426,STANDARD,Edgar,WI,Marathon County,America/Chicago,715,NA,US,44.92,-89.96,4260
54427,STANDARD,Eland,WI,Marathon County,America/Chicago,715,NA,US,44.86,-89.21,1030
54428,STANDARD,Elcho,WI,Langlade County,America/Chicago,715,NA,US,45.43,-89.18,890
54429,PO BOX,Elderon,WI,Marathon County,America/Chicago,715,NA,US,44.78,-89.25,81
54430,STANDARD,Elton,WI,Langlade County,America/Chicago,715,NA,US,45.15,-88.87,156
54432,PO BOX,Galloway,WI,Marathon County,America/Chicago,715,NA,US,44.71,-89.26,0
54433,STANDARD,Gilman,WI,Taylor County,America/Chicago,715,NA,US,45.16,-90.8,1500
54434,PO BOX,Jump River,WI,Taylor County,America/Chicago,715,NA,US,45.35,-90.8,0
54435,STANDARD,Gleason,WI,Lincoln County,America/Chicago,715,NA,US,45.3,-89.5,1930
54436,STANDARD,Granton,WI,Clark County,America/Chicago,715,NA,US,44.58,-90.46,1900
54437,STANDARD,Greenwood,WI,Clark County,America/Chicago,715,NA,US,44.77,-90.6,2750
54439,PO BOX,Hannibal,WI,Taylor County,America/Chicago,715,NA,US,45.24,-90.78,0
54440,STANDARD,Hatley,WI,Marathon County,America/Chicago,715,NA,US,44.88,-89.33,2750
54441,STANDARD,Hewitt,WI,Wood County,America/Chicago,715,NA,US,44.64,-90.1,800
54442,STANDARD,Irma,WI,Lincoln County,America/Chicago,715,NA,US,45.34,-89.66,910
54443,STANDARD,Junction City,WI,Portage County,America/Chicago,715,NA,US,44.59,-89.76,2180
54446,STANDARD,Loyal,WI,Clark County,America/Chicago,715,NA,US,44.73,-90.49,2710
54447,STANDARD,Lublin,WI,Taylor County,America/Chicago,715,NA,US,45.07,-90.72,470
54448,STANDARD,Marathon,WI,Marathon County,America/Chicago,715,NA,US,44.93,-89.83,4100
54449,STANDARD,Marshfield,WI,Wood County,America/Chicago,715,NA,US,44.66,-90.17,24210
54450,PO BOX,Mattoon,WI,Shawano County,America/Chicago,,NA,US,45,-89.04,527
54451,STANDARD,Medford,WI,Taylor County,America/Chicago,715,NA,US,45.13,-90.34,10440
54452,STANDARD,Merrill,WI,Lincoln County,America/Chicago,715,NA,US,45.18,-89.7,17230
54454,STANDARD,Milladore,WI,Wood County,America/Chicago,715,NA,US,44.6,-89.85,1130
54455,STANDARD,Mosinee,WI,Marathon County,America/Chicago,715,NA,US,44.78,-89.68,17200
54456,STANDARD,Neillsville,WI,Clark County,America/Chicago,715,NA,US,44.56,-90.59,5340
54457,STANDARD,Nekoosa,WI,Wood County,America/Chicago,715,NA,US,44.31,-89.9,7810
54458,PO BOX,Nelsonville,WI,Portage County,America/Chicago,715,NA,US,44.5,-89.31,145
54459,STANDARD,Ogema,WI,Price County,America/Chicago,715,NA,US,45.44,-90.29,1080
54460,STANDARD,Owen,WI,Clark County,America/Chicago,715,NA,US,44.94,-90.56,2200
54462,STANDARD,Pearson,WI,Langlade County,America/Chicago,715,NA,US,45.36,-89.01,270
54463,STANDARD,Pelican Lake,WI,Oneida County,America/Chicago,715,NA,US,45.5,-89.11,660
54464,PO BOX,Phlox,WI,Langlade County,America/Chicago,715,NA,US,45.04,-89.01,85
54465,STANDARD,Pickerel,WI,Langlade County,America/Chicago,715,NA,US,45.36,-88.91,530
54466,STANDARD,Pittsville,WI,Wood County,America/Chicago,715,NA,US,44.45,-90.13,2560
54467,STANDARD,Plover,WI,Portage County,America/Chicago,715,NA,US,44.46,-89.54,13240
54469,STANDARD,Port Edwards,WI,Wood County,America/Chicago,715,NA,US,44.35,-89.87,1540
54470,STANDARD,Rib Lake,WI,Taylor County,America/Chicago,715,NA,US,45.31,-90.2,1750
54471,STANDARD,Ringle,WI,Marathon County,America/Chicago,715,NA,US,44.9,-89.41,1880
54472,UNIQUE,Marshfield,WI,Wood County,America/Chicago,715,NA,US,44.66,-90.17,0
54473,STANDARD,Rosholt,WI,Portage County,America/Chicago,715,NA,US,44.63,-89.3,2430
54474,STANDARD,Rothschild,WI,Marathon County,America/Chicago,715,NA,US,44.88,-89.62,3900
54475,STANDARD,Rudolph,WI,Wood County,America/Chicago,715,NA,US,44.49,-89.8,1420
54476,STANDARD,Schofield,WI,Marathon County,America/Chicago,715,NA,US,44.91,-89.61,18160
54479,STANDARD,Spencer,WI,Marathon County,America/Chicago,715,NA,US,44.75,-90.29,3720
54480,STANDARD,Stetsonville,WI,Taylor County,America/Chicago,715,NA,US,45.07,-90.31,1120
54481,STANDARD,Stevens Point,WI,Portage County,America/Chicago,715,NA,US,44.54,-89.56,21250
54482,STANDARD,Stevens Point,WI,Portage County,America/Chicago,715,NA,US,44.57,-89.54,8840
54484,STANDARD,Stratford,WI,Marathon County,America/Chicago,715,NA,US,44.8,-90.07,4790
54485,STANDARD,Summit Lake,WI,Langlade County,America/Chicago,715,NA,US,45.4,-89.21,330
54486,STANDARD,Tigerton,WI,Shawano County,America/Chicago,715,NA,US,44.74,-89.06,1980
54487,STANDARD,Tomahawk,WI,Lincoln County,America/Chicago,715,NA,US,45.47,-89.72,8640
54488,STANDARD,Unity,WI,Clark County,America/Chicago,,NA,US,44.85,-90.3,1250
54489,STANDARD,Vesper,WI,Wood County,America/Chicago,715,NA,US,44.48,-89.96,1440
54490,STANDARD,Westboro,WI,Taylor County,America/Chicago,715,NA,US,45.34,-90.3,760
54491,STANDARD,White Lake,WI,Langlade County,America/Chicago,715,NA,US,45.16,-88.76,1290
54492,UNIQUE,Stevens Point,WI,Portage County,America/Chicago,715,NA,US,44.52,-89.56,0
54493,STANDARD,Willard,WI,Clark County,America/Chicago,715,NA,US,44.72,-90.73,590
54494,STANDARD,Wisconsin Rapids,WI,Wood County,America/Chicago,715,NA,US,44.34,-89.73,24830
54495,STANDARD,Wisconsin Rapids,WI,Wood County,America/Chicago,715,NA,US,44.39,-89.83,7010
54498,STANDARD,Withee,WI,Clark County,America/Chicago,,NA,US,44.95,-90.59,2100
54499,STANDARD,Wittenberg,WI,Shawano County,America/Chicago,715,NA,US,44.82,-89.17,2700
54501,STANDARD,Rhinelander,WI,Oneida County,America/Chicago,715,NA,US,45.63,-89.41,18090
54511,STANDARD,Argonne,WI,Forest County,America/Chicago,715,NA,US,45.66,-88.88,1120
54512,STANDARD,Boulder Junction,WI,Vilas County,America/Chicago,715,NA,US,46.11,-89.63,980
54513,STANDARD,Brantwood,WI,Price County,America/Chicago,715,NA,US,45.56,-90.11,380
54514,STANDARD,Butternut,WI,Ashland County,America/Chicago,715,NA,US,46.01,-90.49,1510
54515,STANDARD,Catawba,WI,Price County,America/Chicago,715,NA,US,45.53,-90.53,470
54517,STANDARD,Clam Lake,WI,Ashland County,America/Chicago,715,NA,US,46.15,-90.91,124
54519,STANDARD,Conover,WI,Vilas County,America/Chicago,715,NA,US,46.04,-89.25,1010
54520,STANDARD,Crandon,WI,Forest County,America/Chicago,715,NA,US,45.56,-88.89,3640
54521,STANDARD,Eagle River,WI,Vilas County,America/Chicago,715,NA,US,45.92,-89.25,7150
54524,STANDARD,Fifield,WI,Price County,America/Chicago,715,NA,US,45.87,-90.42,560
54525,STANDARD,Gile,WI,Iron County,America/Chicago,715,NA,US,46.42,-90.22,210
54526,STANDARD,Glen Flora,WI,Rusk County,America/Chicago,715,NA,US,45.49,-90.89,770
54527,STANDARD,Glidden,WI,Ashland County,America/Chicago,715,NA,US,46.13,-90.57,810
54529,STANDARD,Harshaw,WI,Oneida County,America/Chicago,715,NA,US,45.66,-89.65,980
54530,STANDARD,Hawkins,WI,Rusk County,America/Chicago,715,NA,US,45.51,-90.71,630
54531,STANDARD,Hazelhurst,WI,Oneida County,America/Chicago,715,NA,US,45.79,-89.71,1320
54532,PO BOX,Heafford Junction,WI,Lincoln County,America/Chicago,715,NA,US,45.54,-89.71,0
54534,STANDARD,Hurley,WI,Iron County,America/Chicago,715,NA,US,46.44,-90.19,2000
54536,PO BOX,Iron Belt,WI,Iron County,America/Chicago,715,NA,US,46.4,-90.32,201
54537,STANDARD,Kennan,WI,Price County,America/Chicago,715,NA,US,45.53,-90.58,490
54538,STANDARD,Lac Du Flambeau,WI,Oneida County,America/Chicago,715,NA,US,45.97,-89.9,2590
54539,STANDARD,Lake Tomahawk,WI,Oneida County,America/Chicago,715,NA,US,45.81,-89.59,1160
54540,STANDARD,Land O Lakes,WI,Vilas County,America/Chicago,715,NA,US,46.16,-89.23,1020
54541,STANDARD,Laona,WI,Forest County,America/Chicago,715,NA,US,45.56,-88.68,1180
54542,STANDARD,Long Lake,WI,Florence County,America/Chicago,,NA,US,45.83,-88.66,400
54543,PO BOX,Mc Naughton,WI,Oneida County,America/Chicago,715,NA,US,45.73,-89.55,114
54545,STANDARD,Manitowish Waters,WI,Vilas County,America/Chicago,715,NA,US,46.13,-89.88,810
54546,STANDARD,Mellen,WI,Ashland County,America/Chicago,715,NA,US,46.32,-90.66,1070
54547,STANDARD,Mercer,WI,Iron County,America/Chicago,715,NA,US,46.16,-90.06,1260
54548,STANDARD,Minocqua,WI,Oneida County,America/Chicago,715,NA,US,45.86,-89.69,4850
54550,STANDARD,Montreal,WI,Iron County,America/Chicago,715,NA,US,46.43,-90.23,680
54552,STANDARD,Park Falls,WI,Price County,America/Chicago,715,NA,US,45.93,-90.44,3800
54554,STANDARD,Phelps,WI,Vilas County,America/Chicago,715,NA,US,46.06,-89.08,920
54555,STANDARD,Phillips,WI,Price County,America/Chicago,715,NA,US,45.69,-90.39,4380
54556,STANDARD,Prentice,WI,Price County,America/Chicago,715,NA,US,45.54,-90.28,1080
54557,STANDARD,Presque Isle,WI,Vilas County,America/Chicago,715,NA,US,46.25,-89.73,780
54558,STANDARD,Saint Germain,WI,Vilas County,America/Chicago,715,NA,US,45.91,-89.49,2010
54559,STANDARD,Saxon,WI,Iron County,America/Chicago,715,NA,US,46.49,-90.41,540
54560,STANDARD,Sayner,WI,Vilas County,America/Chicago,715,NA,US,46,-89.53,510
54561,STANDARD,Star Lake,WI,Vilas County,America/Chicago,715,NA,US,46.1,-89.51,85
54562,STANDARD,Three Lakes,WI,Oneida County,America/Chicago,715,NA,US,45.79,-89.16,1800
54563,STANDARD,Tony,WI,Rusk County,America/Chicago,715,NA,US,45.48,-90.99,630
54564,STANDARD,Tripoli,WI,Oneida County,America/Chicago,,NA,US,45.55,-90,390
54565,STANDARD,Upson,WI,Iron County,America/Chicago,715,NA,US,46.36,-90.4,22
54566,STANDARD,Wabeno,WI,Forest County,America/Chicago,715,NA,US,45.43,-88.66,1320
54568,STANDARD,Woodruff,WI,Vilas County,America/Chicago,,NA,US,45.9,-89.69,4880
54601,STANDARD,La Crosse,WI,La Crosse County,America/Chicago,608,NA,US,43.82,-91.23,36180
54602,PO BOX,La Crosse,WI,La Crosse County,America/Chicago,608,NA,US,43.82,-91.23,560
54603,STANDARD,La Crosse,WI,La Crosse County,America/Chicago,608,NA,US,43.86,-91.24,12310
54610,STANDARD,Alma,WI,Buffalo County,America/Chicago,"715,608",NA,US,44.33,-91.92,1390
54611,STANDARD,Alma Center,WI,Jackson County,America/Chicago,715,NA,US,44.43,-90.91,1200
54612,STANDARD,Arcadia,WI,Trempealeau County,America/Chicago,608,NA,US,44.25,-91.49,7340
54613,STANDARD,Arkdale,WI,Adams County,America/Chicago,608,NA,US,44.03,-89.88,1400
54614,STANDARD,Bangor,WI,La Crosse County,America/Chicago,608,NA,US,43.89,-90.99,2680
54615,STANDARD,Black River Falls,WI,Jackson County,America/Chicago,715,NA,US,44.29,-90.84,8700
54616,STANDARD,Blair,WI,Trempealeau County,America/Chicago,"715,608",NA,US,44.29,-91.22,2280
54618,STANDARD,Camp Douglas,WI,Juneau County,America/Chicago,608,NA,US,43.91,-90.26,2100
54619,STANDARD,Cashton,WI,Monroe County,America/Chicago,608,NA,US,43.74,-90.78,3460
54620,PO BOX,Cataract,WI,Monroe County,America/Chicago,608,NA,US,44.08,-90.83,16
54621,STANDARD,Chaseburg,WI,Vernon County,America/Chicago,608,NA,US,43.65,-91.09,1120
54622,STANDARD,Cochrane,WI,Buffalo County,America/Chicago,608,NA,US,44.22,-91.83,1970
54623,STANDARD,Coon Valley,WI,Vernon County,America/Chicago,608,NA,US,43.7,-91.01,1830
54624,STANDARD,De Soto,WI,Vernon County,America/Chicago,608,NA,US,43.42,-91.19,1300
54625,STANDARD,Dodge,WI,Trempealeau County,America/Chicago,608,NA,US,44.13,-91.53,220
54626,STANDARD,Eastman,WI,Crawford County,America/Chicago,608,NA,US,43.16,-91.02,1190
54627,STANDARD,Ettrick,WI,Trempealeau County,America/Chicago,608,NA,US,44.16,-91.26,1820
54628,STANDARD,Ferryville,WI,Crawford County,America/Chicago,608,NA,US,43.34,-91.08,970
54629,STANDARD,Fountain City,WI,Buffalo County,America/Chicago,608,NA,US,44.11,-91.69,2380
54630,STANDARD,Galesville,WI,Trempealeau County,America/Chicago,608,NA,US,44.08,-91.35,3770
54631,STANDARD,Gays Mills,WI,Crawford County,America/Chicago,608,NA,US,43.32,-90.85,1550
54632,STANDARD,Genoa,WI,Vernon County,America/Chicago,608,NA,US,43.57,-91.22,1060
54634,STANDARD,Hillsboro,WI,Vernon County,America/Chicago,608,NA,US,43.65,-90.33,3200
54635,STANDARD,Hixton,WI,Jackson County,America/Chicago,715,NA,US,44.38,-91.01,1600
54636,STANDARD,Holmen,WI,La Crosse County,America/Chicago,608,NA,US,43.95,-91.25,14890
54637,PO BOX,Hustler,WI,Juneau County,America/Chicago,608,NA,US,43.88,-90.27,152
54638,STANDARD,Kendall,WI,Monroe County,America/Chicago,608,NA,US,43.79,-90.36,1490
54639,STANDARD,La Farge,WI,Vernon County,America/Chicago,608,NA,US,43.57,-90.63,1960
54640,PO BOX,Lynxville,WI,Crawford County,America/Chicago,608,NA,US,43.24,-91.04,0
54641,PO BOX,Mather,WI,Jackson County,America/Chicago,608,NA,US,44.27,-90.33,34
54642,STANDARD,Melrose,WI,Jackson County,America/Chicago,608,NA,US,44.13,-90.99,1910
54643,PO BOX,Millston,WI,Jackson County,America/Chicago,,NA,US,44.19,-90.64,58
54644,STANDARD,Mindoro,WI,La Crosse County,America/Chicago,608,NA,US,44.01,-91.09,1410
54645,PO BOX,Mount Sterling,WI,Crawford County,America/Chicago,608,NA,US,43.32,-90.93,94
54646,STANDARD,Necedah,WI,Juneau County,America/Chicago,608,NA,US,44.02,-90.07,3390
54648,STANDARD,Norwalk,WI,Monroe County,America/Chicago,608,NA,US,43.83,-90.62,1600
54649,PO BOX,Oakdale,WI,Monroe County,America/Chicago,608,NA,US,43.96,-90.37,91
54650,STANDARD,Onalaska,WI,La Crosse County,America/Chicago,608,NA,US,43.88,-91.21,22950
54651,STANDARD,Ontario,WI,Vernon County,America/Chicago,608,NA,US,43.72,-90.59,1050
54652,STANDARD,Readstown,WI,Vernon County,America/Chicago,608,NA,US,43.44,-90.75,840
54653,STANDARD,Rockland,WI,La Crosse County,America/Chicago,608,NA,US,43.82,-90.9,1060
54654,PO BOX,Seneca,WI,Crawford County,America/Chicago,608,NA,US,43.27,-90.96,205
54655,STANDARD,Soldiers Grove,WI,Crawford County,America/Chicago,608,NA,US,43.39,-90.77,1550
54656,STANDARD,Sparta,WI,Monroe County,America/Chicago,608,NA,US,43.94,-90.8,16490
54657,STANDARD,Steuben,WI,Crawford County,America/Chicago,608,NA,US,43.18,-90.85,330
54658,STANDARD,Stoddard,WI,Vernon County,America/Chicago,608,NA,US,43.66,-91.21,2360
54659,STANDARD,Taylor,WI,Jackson County,America/Chicago,715,NA,US,44.32,-91.12,1070
54660,STANDARD,Tomah,WI,Monroe County,America/Chicago,608,NA,US,43.98,-90.5,14320
54661,STANDARD,Trempealeau,WI,Trempealeau County,America/Chicago,608,NA,US,44,-91.43,3370
54662,PO BOX,Tunnel City,WI,Monroe County,America/Chicago,608,NA,US,44,-90.56,45
54664,STANDARD,Viola,WI,Richland County,America/Chicago,608,NA,US,43.5,-90.67,1380
54665,STANDARD,Viroqua,WI,Vernon County,America/Chicago,608,NA,US,43.55,-90.88,7530
54666,STANDARD,Warrens,WI,Monroe County,America/Chicago,608,NA,US,44.13,-90.5,2210
54667,STANDARD,Westby,WI,Vernon County,America/Chicago,608,NA,US,43.65,-90.85,4380
54669,STANDARD,West Salem,WI,La Crosse County,America/Chicago,608,NA,US,43.89,-91.08,7660
54670,STANDARD,Wilton,WI,Monroe County,America/Chicago,608,NA,US,43.81,-90.52,1530
54701,STANDARD,Eau Claire,WI,Eau Claire County,America/Chicago,715,NA,US,44.75,-91.51,32710
54702,PO BOX,Eau Claire,WI,Eau Claire County,America/Chicago,715,NA,US,44.82,-91.49,527
54703,STANDARD,Eau Claire,WI,Eau Claire County,America/Chicago,"534,715",NA,US,44.82,-91.49,37060
54720,STANDARD,Altoona,WI,Eau Claire County,America/Chicago,"534,715",NA,US,44.8,-91.44,7070
54721,STANDARD,Arkansaw,WI,Pepin County,America/Chicago,715,NA,US,44.62,-92.06,1230
54722,STANDARD,Augusta,WI,Eau Claire County,America/Chicago,715,NA,US,44.67,-91.12,3360
54723,STANDARD,Bay City,WI,Pierce County,America/Chicago,715,NA,US,44.58,-92.45,1100
54724,STANDARD,Bloomer,WI,Chippewa County,America/Chicago,715,NA,US,45.1,-91.49,6820
54725,STANDARD,Boyceville,WI,Dunn County,America/Chicago,715,NA,US,45.04,-92.03,2620
54726,STANDARD,Boyd,WI,Chippewa County,America/Chicago,715,NA,US,44.95,-91.04,1680
54727,STANDARD,Cadott,WI,Chippewa County,America/Chicago,715,NA,US,44.95,-91.15,4510
54728,STANDARD,Chetek,WI,Barron County,America/Chicago,715,NA,US,45.31,-91.65,5570
54729,STANDARD,Chippewa Falls,WI,Chippewa County,America/Chicago,"715,534",NA,US,44.93,-91.39,29950
54730,STANDARD,Colfax,WI,Dunn County,America/Chicago,715,NA,US,44.99,-91.72,4660
54731,STANDARD,Conrath,WI,Rusk County,America/Chicago,715,NA,US,45.38,-91.03,600
54732,STANDARD,Cornell,WI,Chippewa County,America/Chicago,715,NA,US,45.16,-91.15,2510
54733,STANDARD,Dallas,WI,Barron County,America/Chicago,715,NA,US,45.25,-91.81,1290
54734,STANDARD,Downing,WI,Dunn County,America/Chicago,715,NA,US,45.04,-92.12,750
54735,PO BOX,Downsville,WI,Dunn County,America/Chicago,715,NA,US,44.8,-91.97,66
54736,STANDARD,Durand,WI,Pepin County,America/Chicago,715,NA,US,44.62,-91.96,3730
54737,STANDARD,Eau Galle,WI,Dunn County,America/Chicago,715,NA,US,44.72,-91.98,420
54738,STANDARD,Eleva,WI,Eau Claire County,America/Chicago,715,NA,US,44.57,-91.47,3390
54739,STANDARD,Elk Mound,WI,Dunn County,America/Chicago,715,NA,US,44.87,-91.68,4970
54740,STANDARD,Elmwood,WI,Pierce County,America/Chicago,715,NA,US,44.78,-92.14,1900
54741,STANDARD,Fairchild,WI,Eau Claire County,America/Chicago,715,NA,US,44.6,-90.95,1370
54742,STANDARD,Fall Creek,WI,Eau Claire County,America/Chicago,715,NA,US,44.76,-91.27,4540
54743,PO BOX,Gilmanton,WI,Buffalo County,America/Chicago,,NA,US,44.46,-91.68,70
54745,STANDARD,Holcombe,WI,Chippewa County,America/Chicago,715,NA,US,45.25,-91.15,1880
54746,STANDARD,Humbird,WI,Clark County,America/Chicago,715,NA,US,44.53,-90.9,660
54747,STANDARD,Independence,WI,Trempealeau County,America/Chicago,715,NA,US,44.36,-91.41,2840
54748,STANDARD,Jim Falls,WI,Chippewa County,America/Chicago,715,NA,US,45.07,-91.26,1180
54749,STANDARD,Knapp,WI,Dunn County,America/Chicago,715,NA,US,44.95,-92.07,1140
54750,STANDARD,Maiden Rock,WI,Pierce County,America/Chicago,715,NA,US,44.56,-92.3,1000
54751,STANDARD,Menomonie,WI,Dunn County,America/Chicago,715,NA,US,44.88,-91.91,18750
54754,STANDARD,Merrillan,WI,Jackson County,America/Chicago,715,NA,US,44.45,-90.83,1410
54755,STANDARD,Mondovi,WI,Buffalo County,America/Chicago,715,NA,US,44.56,-91.66,6450
54756,STANDARD,Nelson,WI,Buffalo County,America/Chicago,715,NA,US,44.42,-92,860
54757,STANDARD,New Auburn,WI,Chippewa County,America/Chicago,715,NA,US,45.19,-91.56,3060
54758,STANDARD,Osseo,WI,Trempealeau County,America/Chicago,715,NA,US,44.57,-91.21,4150
54759,STANDARD,Pepin,WI,Pepin County,America/Chicago,715,NA,US,44.44,-92.14,1260
54760,PO BOX,Pigeon Falls,WI,Trempealeau County,America/Chicago,,NA,US,44.42,-91.21,266
54761,STANDARD,Plum City,WI,Pierce County,America/Chicago,715,NA,US,44.63,-92.19,1030
54762,STANDARD,Prairie Farm,WI,Barron County,America/Chicago,715,NA,US,45.23,-91.98,1200
54763,STANDARD,Ridgeland,WI,Dunn County,America/Chicago,715,NA,US,45.2,-91.89,1000
54764,PO BOX,Rock Falls,WI,Dunn County,America/Chicago,715,NA,US,44.71,-91.75,0
